Order_ID,Ship_Date,Ship_Mode,Delivery_Days,Shipping_Cost,Shipping_Cost_Category,Ship_Year,Ship_Month,Ship_Day
EG-2015-ST1053038-42274,2015-10-01,Standard Class,4,1.0,Low,2015,10,1
IT-2013-SC20800139-41608,2013-12-05,Standard Class,5,1.0,Low,2013,12,5
CA-2012-TZ21580140-41223,2012-11-13,Second Class,3,1.0,Low,2012,11,13
US-2014-TZ21580140-41692,2014-02-26,Standard Class,4,1.0,Low,2014,2,26
CA-2013-TZ21580140-41612,2013-12-09,Standard Class,5,1.0,Low,2013,12,9
CA-2014-TB21595140-42003,2015-01-03,Standard Class,4,59.0,High,2015,1,3
CA-2014-TB21595140-41728,2014-04-03,Standard Class,4,37.0,High,2014,4,3
CA-2014-TB21595140-41728,2014-04-03,Standard Class,4,23.0,High,2014,4,3
US-2012-TB21595140-41219,2012-11-10,Second Class,4,11.0,Medium,2012,11,10
IN-2015-TP215657-42052,2015-02-22,Standard Class,5,1.0,Low,2015,2,22
IT-2014-VD21670139-41999,2014-12-28,Second Class,2,1.0,Low,2014,12,28
US-2015-TS2137055-42173,2015-06-22,Standard Class,4,1.0,Low,2015,6,22
MX-2015-JM1558018-42250,2015-09-09,Standard Class,6,1.0,Low,2015,9,9
US-2015-AH1021036-42117,2015-04-27,Standard Class,4,1.0,Low,2015,4,27
US-2014-DL12925101-41646,2014-01-13,Standard Class,6,1.0,Low,2014,1,13
US-2015-TG216405-42343,2015-12-11,Standard Class,6,1.0,Low,2015,12,11
MX-2014-JJ1544582-41969,2014-11-30,Second Class,4,1.0,Low,2014,11,30
US-2012-PO1919518-41185,2012-10-08,Standard Class,5,1.0,Low,2012,10,8
US-2014-DP1300018-41909,2014-10-01,Standard Class,4,1.0,Low,2014,10,1
MX-2012-LH1675039-41112,2012-07-25,Second Class,3,1.0,Low,2012,7,25
US-2012-TB21595140-41219,2012-11-10,Second Class,4,4.0,Medium,2012,11,10
US-2012-TB21595140-40958,2012-02-19,Same Day,0,1.0,Low,2012,2,19
IN-2015-AS1022527-42013,2015-01-14,Standard Class,5,1.0,Low,2015,1,14
JO-2013-AG30067-41629,2013-12-25,Standard Class,4,1.0,Low,2013,12,25
ID-2012-AG10330102-41240,2012-12-02,Standard Class,5,1.0,Low,2012,12,2
TU-2015-AA375134-42116,2015-04-26,Standard Class,4,1.0,Low,2015,4,26
SU-2014-AJ795122-41906,2014-09-29,Standard Class,5,1.0,Low,2014,9,29
IN-2013-AF1088559-41488,2013-08-07,Standard Class,5,1.0,Low,2013,8,7
CA-2015-TB21595140-42084,2015-03-26,Second Class,5,1.0,Low,2015,3,26
NI-2013-BF97595-41303,2013-02-02,Standard Class,4,1.0,Low,2013,2,2
CA-2015-TS21610140-42172,2015-06-20,First Class,3,251.0,High,2015,6,20
CA-2014-TS21610140-41900,2014-09-21,Second Class,3,94.0,High,2014,9,21
SO-2012-CS1860116-41258,2012-12-20,Standard Class,5,1.0,Low,2012,12,20
CA-2012-TS21610140-41136,2012-08-19,Standard Class,4,85.0,High,2012,8,19
US-2015-TS21610140-42314,2015-11-13,Standard Class,7,23.0,High,2015,11,13
CA-2015-TS21610140-42291,2015-10-17,First Class,3,22.0,High,2015,10,17
ES-2015-DK1283534-42192,2015-07-12,Standard Class,5,1.0,Low,2015,7,12
MG-2015-DK289584-42210,2015-07-28,First Class,3,1.0,Low,2015,7,28
IR-2012-DB306060-41270,2013-01-02,Standard Class,6,1.0,Low,2013,1,2
NI-2013-DG330095-41616,2013-12-09,First Class,1,1.0,Low,2013,12,9
CA-2015-TS21610140-42291,2015-10-17,First Class,3,8.0,Medium,2015,10,17
NI-2015-DW358595-42173,2015-06-22,Standard Class,4,1.0,Low,2015,6,22
TU-2013-DJ3630134-41335,2013-03-06,Standard Class,4,1.0,Low,2013,3,6
NI-2015-EL373595-42279,2015-10-02,Same Day,0,1.0,Low,2015,10,2
ES-2015-EN1378045-42024,2015-01-24,Second Class,4,1.0,Low,2015,1,24
ID-2014-EP13915102-41990,2014-12-22,Second Class,5,1.0,Low,2014,12,22
IN-2012-EC140507-41174,2012-09-27,Standard Class,5,1.0,Low,2012,9,27
CA-2015-TS21610140-42291,2015-10-17,First Class,3,2.0,Low,2015,10,17
ES-2012-FM1421548-40933,2012-02-01,Standard Class,7,1.0,Low,2012,2,1
IN-2014-FW1439559-41836,2014-07-20,Standard Class,4,1.0,Low,2014,7,20
ES-2015-GM14695139-42025,2015-01-25,Standard Class,4,1.0,Low,2015,1,25
SF-2014-HD4785117-41832,2014-07-17,Standard Class,5,1.0,Low,2014,7,17
CA-2014-TS21610140-41892,2014-09-12,First Class,2,2.0,Low,2014,9,12
IT-2012-HF1499545-40936,2012-02-03,Standard Class,6,1.0,Low,2012,2,3
TU-2013-IM5070134-41440,2013-06-19,Standard Class,4,1.0,Low,2013,6,19
CA-2015-TS21610140-42168,2015-06-15,Second Class,2,1.0,Low,2015,6,15
IN-2015-JM156557-42154,2015-06-04,Standard Class,5,1.0,Low,2015,6,4
US-2015-TS21610140-42314,2015-11-13,Standard Class,7,1.0,Low,2015,11,13
ID-2013-JD1601559-41607,2013-12-04,Standard Class,5,1.0,Low,2013,12,4
TU-2014-JM6195134-41660,2014-01-27,Standard Class,6,1.0,Low,2014,1,27
CA-2015-TS21610140-42172,2015-06-20,First Class,3,1.0,Low,2015,6,20
CA-2015-TB21625140-42150,2015-05-26,Same Day,0,314.0,High,2015,5,26
US-2015-TB21625140-42339,2015-12-04,First Class,3,258.0,High,2015,12,4
CA-2015-TB21625140-42150,2015-05-26,Same Day,0,48.0,High,2015,5,26
CA-2014-TB21625140-41894,2014-09-15,First Class,3,48.0,High,2014,9,15
ES-2012-MH1729048-41214,2012-11-07,Standard Class,6,1.0,Low,2012,11,7
IN-2013-MZ173357-41577,2013-11-03,Standard Class,4,1.0,Low,2013,11,3
IT-2014-MA17560124-41675,2014-02-05,Same Day,0,1.0,Low,2014,2,5
ID-2012-MS1798059-41234,2012-11-23,First Class,2,1.0,Low,2012,11,23
CA-2013-TB21625140-41572,2013-10-30,Standard Class,5,19.0,High,2013,10,30
CA-2012-TB21625140-41126,2012-08-10,Standard Class,5,15.0,Medium,2012,8,10
CA-2013-TB21625140-41422,2013-06-03,Standard Class,6,11.0,Medium,2013,6,3
NI-2015-MG814595-42088,2015-03-29,Standard Class,4,1.0,Low,2015,3,29
MK-2013-NF847576-41510,2013-08-29,Standard Class,5,1.0,Low,2013,8,29
IN-2015-NH1861059-42349,2015-12-16,Standard Class,5,1.0,Low,2015,12,16
CA-2015-TB21625140-42150,2015-05-26,Same Day,0,6.0,Medium,2015,5,26
IT-2013-PS18760124-41542,2013-09-30,Standard Class,5,1.0,Low,2013,9,30
ES-2013-PJ19015139-41536,2013-09-19,Same Day,0,1.0,Low,2013,9,19
US-2015-TB21625140-42326,2015-11-22,Second Class,4,4.0,Medium,2015,11,22
ES-2015-RA1928548-42018,2015-01-19,Second Class,5,1.0,Low,2015,1,19
ID-2015-RR193157-42307,2015-11-04,Standard Class,5,1.0,Low,2015,11,4
CA-2014-TB21625140-41768,2014-05-11,First Class,2,3.0,Low,2014,5,11
SF-2015-RS9420117-42118,2015-04-26,First Class,2,1.0,Low,2015,4,26
MX-2014-RH1949518-41670,2014-02-06,Standard Class,6,1.0,Low,2014,2,6
CA-2013-TB21625140-41572,2013-10-30,Standard Class,5,2.0,Low,2013,10,30
CA-2013-TB21625140-41639,2014-01-05,Standard Class,5,2.0,Low,2014,1,5
CA-2013-TB21625140-41422,2013-06-03,Standard Class,6,1.0,Low,2013,6,3
NI-2014-SC1030595-41866,2014-08-22,Standard Class,7,1.0,Low,2014,8,22
CA-2015-TB21625140-42150,2015-05-26,Same Day,0,1.0,Low,2015,5,26
ES-2015-SA208308-42201,2015-07-20,Standard Class,4,1.0,Low,2015,7,20
CA-2013-TB21625140-41639,2014-01-05,Standard Class,5,1.0,Low,2014,1,5
TU-2014-SF10965134-41992,2014-12-24,Standard Class,5,1.0,Low,2014,12,24
CA-2012-TG21640140-40998,2012-03-30,Same Day,0,145.0,High,2012,3,30
CA-2013-TG21640140-41434,2013-06-11,Second Class,2,71.0,High,2013,6,11
CA-2015-TG1164023-42339,2015-12-05,Standard Class,4,28.0,High,2015,12,5
CA-2013-TG21640140-41434,2013-06-11,Second Class,2,25.0,High,2013,6,11
MX-2015-MT1807082-42105,2015-04-17,Standard Class,6,1.0,Low,2015,4,17
MX-2013-AM1070539-41611,2013-12-07,Second Class,4,1.0,Low,2013,12,7
US-2012-CC1243055-41241,2012-12-03,Standard Class,5,1.0,Low,2012,12,3
MX-2014-SW2075528-41901,2014-09-23,Second Class,4,1.0,Low,2014,9,23
US-2012-BB1099055-41079,2012-06-20,First Class,1,1.0,Low,2012,6,20
MX-2015-SE2011031-42132,2015-05-12,Standard Class,4,1.0,Low,2015,5,12
MX-2012-MS1753051-41208,2012-11-01,Standard Class,6,1.0,Low,2012,11,1
US-2013-FM1421518-41321,2013-02-21,Standard Class,5,1.0,Low,2013,2,21
MX-2015-AG1030098-42120,2015-04-30,Standard Class,4,1.0,Low,2015,4,30
MX-2014-EM1406593-41702,2014-03-04,Same Day,0,1.0,Low,2014,3,4
CA-2015-TG1164023-42339,2015-12-05,Standard Class,4,19.0,High,2015,12,5
CA-2015-TG1164023-42339,2015-12-05,Standard Class,4,17.0,High,2015,12,5
ES-2014-AR1040534-41906,2014-09-29,Standard Class,5,1.0,Low,2014,9,29
NI-2012-AA64595-41247,2012-12-08,Standard Class,4,1.0,Low,2012,12,8
CA-2015-TG21640140-42255,2015-09-08,Same Day,0,17.0,High,2015,9,8
CA-2015-TG1164023-42339,2015-12-05,Standard Class,4,14.0,Medium,2015,12,5
TU-2012-AJ960134-41194,2012-10-17,Second Class,5,1.0,Low,2012,10,17
NI-2012-BP123095-41122,2012-08-03,First Class,2,1.0,Low,2012,8,3
IZ-2014-BD132061-41852,2014-08-04,First Class,3,1.0,Low,2014,8,4
CA-2013-TG21640140-41535,2013-09-22,Second Class,4,13.0,Medium,2013,9,22
CA-2015-TG1164023-42339,2015-12-05,Standard Class,4,8.0,Medium,2015,12,5
SA-2012-CM2385110-41250,2012-12-12,Standard Class,5,1.0,Low,2012,12,12
MX-2012-CM1244582-41077,2012-06-21,Standard Class,4,1.0,Low,2012,6,21
TU-2013-CR2730134-41324,2013-02-23,Standard Class,4,1.0,Low,2013,2,23
BN-2014-CY274515-41877,2014-08-30,Second Class,4,1.0,Low,2014,8,30
IZ-2014-DM301561-42004,2015-01-02,Second Class,2,1.0,Low,2015,1,2
ID-2015-DV1304559-42304,2015-10-31,Second Class,4,1.0,Low,2015,10,31
CA-2015-TG21640140-42255,2015-09-08,Same Day,0,7.0,Medium,2015,9,8
TU-2014-EM4065134-41891,2014-09-13,Standard Class,4,1.0,Low,2014,9,13
CA-2012-TG21640140-40998,2012-03-30,Same Day,0,3.0,Low,2012,3,30
CA-2013-TG21640140-41535,2013-09-22,Second Class,4,2.0,Low,2013,9,22
CA-2015-TG1164023-42339,2015-12-05,Standard Class,4,2.0,Low,2015,12,5
TU-2014-HM4980134-41854,2014-08-08,Standard Class,5,1.0,Low,2014,8,8
TU-2015-JE5745134-42175,2015-06-26,Standard Class,6,1.0,Low,2015,6,26
CA-2012-TG21640140-40998,2012-03-30,Same Day,0,1.0,Low,2012,3,30
CA-2013-TG21640140-41535,2013-09-22,Second Class,4,1.0,Low,2013,9,22
LY-2015-MS736574-42145,2015-05-25,Standard Class,4,1.0,Low,2015,5,25
CA-2015-TS21655140-42007,2015-01-05,Second Class,2,108.0,High,2015,1,5
CA-2013-TS21655140-41310,2013-02-12,Standard Class,7,98.0,High,2013,2,12
IN-2015-MM1792058-42299,2015-10-28,Standard Class,6,1.0,Low,2015,10,28
CA-2014-TS21655140-41999,2014-12-30,Standard Class,4,34.0,High,2014,12,30
CA-2015-TS21655140-42131,2015-05-10,Second Class,3,27.0,High,2015,5,10
CA-2013-TS21655140-41389,2013-04-30,Standard Class,5,17.0,High,2013,4,30
MX-2013-TW2102582-41587,2013-11-14,Standard Class,5,1.0,Low,2013,11,14
CA-2015-TS21655140-42007,2015-01-05,Second Class,2,15.0,Medium,2015,1,5
IN-2014-AC1061558-41808,2014-06-22,Standard Class,4,1.0,Low,2014,6,22
IN-2015-BP1123027-42263,2015-09-18,Second Class,2,1.0,Low,2015,9,18
CA-2014-TS21655140-41999,2014-12-30,Standard Class,4,15.0,Medium,2014,12,30
ES-2015-BT1139545-42341,2015-12-07,Standard Class,4,1.0,Low,2015,12,7
US-2013-CD1198055-41473,2013-07-22,Standard Class,4,1.0,Low,2013,7,22
MO-2012-CJ201086-41227,2012-11-18,Standard Class,4,1.0,Low,2012,11,18
CA-2013-TS21655140-41389,2013-04-30,Standard Class,5,6.0,Medium,2013,4,30
IN-2012-CC1214592-41142,2012-08-23,Second Class,2,1.0,Low,2012,8,23
CA-2014-TS21655140-41999,2014-12-30,Standard Class,4,5.0,Medium,2014,12,30
NI-2015-CV229595-42259,2015-09-16,Standard Class,4,1.0,Low,2015,9,16
IN-2015-DR129407-42207,2015-07-29,Standard Class,7,1.0,Low,2015,7,29
NI-2012-DV304595-41121,2012-08-02,Second Class,2,1.0,Low,2012,8,2
KG-2015-DB327070-42321,2015-11-17,Standard Class,4,1.0,Low,2015,11,17
IN-2012-Dl13600130-41159,2012-09-11,Standard Class,4,1.0,Low,2012,9,11
ES-2015-ER1385545-42062,2015-03-01,First Class,2,1.0,Low,2015,3,1
NI-2015-EB411095-42312,2015-11-08,Standard Class,4,1.0,Low,2015,11,8
CA-2015-TS21655140-42007,2015-01-05,Second Class,2,2.0,Low,2015,1,5
ES-2015-GD1459048-42026,2015-01-26,Standard Class,4,1.0,Low,2015,1,26
EG-2014-JF556538-41949,2014-11-12,Standard Class,6,1.0,Low,2014,11,12
CA-2014-TS21655140-41999,2014-12-30,Standard Class,4,2.0,Low,2014,12,30
IZ-2014-JH618061-41741,2014-04-12,Same Day,0,1.0,Low,2014,4,12
CA-2013-TS21655140-41310,2013-02-12,Standard Class,7,1.0,Low,2013,2,12
ES-2013-KB1631545-41511,2013-08-29,Standard Class,4,1.0,Low,2013,8,29
ID-2014-KH1633059-41730,2014-04-05,Standard Class,4,1.0,Low,2014,4,5
IN-2015-LW1682527-42261,2015-09-18,Standard Class,4,1.0,Low,2015,9,18
CA-2015-TS21655140-42007,2015-01-05,Second Class,2,1.0,Low,2015,1,5
CA-2013-TS21655140-41310,2013-02-12,Standard Class,7,1.0,Low,2013,2,12
IT-2015-MH1744048-42325,2015-11-22,Standard Class,5,1.0,Low,2015,11,22
CA-2012-VD21670140-41124,2012-08-08,Second Class,5,171.0,High,2012,8,8
CA-2013-VD21670140-41451,2013-06-30,Standard Class,4,95.0,High,2013,6,30
CA-2013-VD21670140-41579,2013-11-05,Standard Class,4,70.0,High,2013,11,5
ID-2012-NB1858092-41241,2012-12-04,Standard Class,6,1.0,Low,2012,12,4
CA-2012-VD21670140-41124,2012-08-08,Second Class,5,64.0,High,2012,8,8
IN-2013-PB19150130-41599,2013-11-23,Second Class,2,1.0,Low,2013,11,23
CA-2013-VD21670140-41583,2013-11-09,Standard Class,4,64.0,High,2013,11,9
NI-2015-RL961595-42104,2015-04-15,Second Class,5,1.0,Low,2015,4,15
TU-2013-RO9780134-41364,2013-04-04,Standard Class,4,1.0,Low,2013,4,4
UP-2012-RD9900137-40968,2012-03-04,Standard Class,4,1.0,Low,2012,3,4
IN-2014-SF2006558-41773,2014-05-20,Standard Class,6,1.0,Low,2014,5,20
CA-2012-VD21670140-41124,2012-08-08,Second Class,5,53.0,High,2012,8,8
ES-2013-SC20770139-41391,2013-05-02,Standard Class,5,1.0,Low,2013,5,2
AU-2013-SV108158-41629,2013-12-24,First Class,3,1.0,Low,2013,12,24
ES-2013-TS210858-41392,2013-05-04,Standard Class,6,1.0,Low,2013,5,4
IN-2012-TH211151-41003,2012-04-09,Standard Class,5,1.0,Low,2012,4,9
TU-2015-TP11130134-42077,2015-03-14,Same Day,0,1.0,Low,2015,3,14
CA-2013-VD21670140-41579,2013-11-05,Standard Class,4,46.0,High,2013,11,5
ES-2014-TS2137045-41866,2014-08-20,Standard Class,5,1.0,Low,2014,8,20
TU-2015-TB11520134-42263,2015-09-20,Standard Class,4,1.0,Low,2015,9,20
US-2013-VD21670140-41332,2013-03-04,Standard Class,5,28.0,High,2013,3,4
CA-2013-VD21670140-41579,2013-11-05,Standard Class,4,24.0,High,2013,11,5
CA-2014-VD21670140-41788,2014-06-05,Standard Class,7,15.0,Medium,2014,6,5
MX-2015-AM1036018-42273,2015-10-03,Standard Class,7,1.0,Low,2015,10,3
MX-2015-JG1531082-42109,2015-04-18,First Class,3,1.0,Low,2015,4,18
MX-2014-TN2104028-41672,2014-02-06,Second Class,4,1.0,Low,2014,2,6
US-2013-DJ134205-41285,2013-01-15,Second Class,4,1.0,Low,2013,1,15
MX-2015-JM1558018-42250,2015-09-09,Standard Class,6,1.0,Low,2015,9,9
MX-2014-RH1949582-41976,2014-12-08,Second Class,5,1.0,Low,2014,12,8
US-2014-SC2005018-41783,2014-05-31,Standard Class,7,1.0,Low,2014,5,31
MX-2012-CA1196582-41010,2012-04-17,Standard Class,6,1.0,Low,2012,4,17
MX-2012-SH2039582-41124,2012-08-07,Standard Class,4,1.0,Low,2012,8,7
MX-2014-DP1300018-41909,2014-10-01,Standard Class,4,1.0,Low,2014,10,1
MX-2012-LP1709551-41116,2012-07-27,First Class,1,1.0,Low,2012,7,27
MX-2014-MS1771039-41746,2014-04-21,Standard Class,4,1.0,Low,2014,4,21
MX-2014-JG1531031-41780,2014-05-23,Second Class,2,1.0,Low,2014,5,23
MX-2013-DM1295531-41386,2013-04-25,First Class,3,1.0,Low,2013,4,25
US-2014-MA1756055-41949,2014-11-11,Standard Class,5,1.0,Low,2014,11,11
MX-2012-PM1894031-41208,2012-10-28,First Class,2,1.0,Low,2012,10,28
US-2014-CM1216055-41935,2014-10-27,Standard Class,4,1.0,Low,2014,10,27
US-2014-GK14620101-41744,2014-04-20,Standard Class,5,1.0,Low,2014,4,20
MX-2014-SS2041082-41912,2014-10-02,Second Class,2,1.0,Low,2014,10,2
CA-2012-VD21670140-41124,2012-08-08,Second Class,5,15.0,Medium,2012,8,8
TU-2015-AB10060134-42236,2015-08-26,Standard Class,6,1.0,Low,2015,8,26
TU-2015-AD180134-42364,2015-12-30,Standard Class,4,1.0,Low,2015,12,30
EN-2014-AH19542-41663,2014-01-24,Same Day,0,1.0,Low,2014,1,24
ES-2015-AS1024014-42073,2015-03-14,Standard Class,4,1.0,Low,2015,3,14
ID-2015-AH1058559-42182,2015-06-30,Second Class,3,1.0,Low,2015,6,30
US-2013-VD21670140-41332,2013-03-04,Standard Class,5,4.0,Medium,2013,3,4
ID-2013-BF1100592-41471,2013-07-20,Standard Class,4,1.0,Low,2013,7,20
CA-2013-VD21670140-41579,2013-11-05,Standard Class,4,2.0,Low,2013,11,5
CA-2013-VD21670140-41579,2013-11-05,Standard Class,4,1.0,Low,2013,11,5
CA-2012-VD21670140-41124,2012-08-08,Second Class,5,1.0,Low,2012,8,8
ID-2015-CM1183097-42019,2015-01-19,Standard Class,4,1.0,Low,2015,1,19
SA-2013-CC2220110-41594,2013-11-21,Standard Class,5,1.0,Low,2013,11,21
CA-2012-VD21670140-41124,2012-08-08,Second Class,5,1.0,Low,2012,8,8
TU-2015-CR2820134-42129,2015-05-05,Same Day,0,1.0,Low,2015,5,5
NI-2012-DB312095-41181,2012-10-03,Standard Class,4,1.0,Low,2012,10,3
ID-2013-DF1313592-41513,2013-08-31,Standard Class,4,1.0,Low,2013,8,31
US-2014-VM21685140-41736,2014-04-11,Standard Class,4,214.0,High,2014,4,11
ES-2014-DB1336045-41989,2014-12-20,Standard Class,4,1.0,Low,2014,12,20
US-2015-VM21685140-42080,2015-03-19,Second Class,2,77.0,High,2015,3,19
CA-2014-VM21685140-41891,2014-09-11,Second Class,2,20.0,High,2014,9,11
CA-2014-VM21685140-41891,2014-09-11,Second Class,2,11.0,Medium,2014,9,11
CM-2015-GM444022-42308,2015-11-03,Second Class,3,1.0,Low,2015,11,3
CA-2013-VM21685140-41579,2013-11-03,First Class,2,11.0,Medium,2013,11,3
EG-2014-GB457538-41951,2014-11-10,Second Class,2,1.0,Low,2014,11,10
US-2015-VM21685140-42080,2015-03-19,Second Class,2,8.0,Medium,2015,3,19
CA-2012-VM21685140-41005,2012-04-06,Same Day,0,6.0,Medium,2012,4,6
CA-2012-VM21685140-41005,2012-04-06,Same Day,0,5.0,Medium,2012,4,6
IN-2015-JF1519027-42129,2015-05-10,Standard Class,5,1.0,Low,2015,5,10
CA-2015-VM21685140-42315,2015-11-14,Standard Class,7,5.0,Medium,2015,11,14
CA-2013-VM21685140-41579,2013-11-03,First Class,2,1.0,Low,2013,11,3
ES-2014-JG1580564-41962,2014-11-23,Standard Class,4,1.0,Low,2014,11,23
ID-2013-JP1613559-41412,2013-05-23,Standard Class,5,1.0,Low,2013,5,23
US-2015-VM21685140-42080,2015-03-19,Second Class,2,1.0,Low,2015,3,19
CA-2015-VM21685140-42202,2015-07-22,Standard Class,5,1.0,Low,2015,7,22
CA-2013-VT21700140-41369,2013-04-10,Standard Class,5,47.0,High,2013,4,10
ID-2015-LC1693097-42264,2015-09-22,Standard Class,5,1.0,Low,2015,9,22
IN-2013-MM172607-41438,2013-06-20,Standard Class,7,1.0,Low,2013,6,20
CA-2013-VT21700140-41369,2013-04-10,Standard Class,5,36.0,High,2013,4,10
IN-2015-MH1744027-42334,2015-11-30,Standard Class,4,1.0,Low,2015,11,30
CA-2013-VT21700140-41369,2013-04-10,Standard Class,5,21.0,High,2013,4,10
CA-2012-VT21700140-41065,2012-06-09,Standard Class,4,9.0,Medium,2012,6,9
BO-2015-MS798013-42091,2015-04-01,Second Class,4,1.0,Low,2015,4,1
ID-2015-MC181007-42252,2015-09-10,Second Class,5,1.0,Low,2015,9,10
ES-2015-MW18235139-42173,2015-06-24,Standard Class,6,1.0,Low,2015,6,24
PL-2013-MF8250103-41535,2013-09-22,Standard Class,4,1.0,Low,2013,9,22
NI-2014-RE945095-41991,2014-12-22,Standard Class,4,1.0,Low,2014,12,22
SA-2015-RE9450110-42168,2015-06-13,Same Day,0,1.0,Low,2015,6,13
SA-2014-SJ10125110-41944,2014-11-07,Standard Class,6,1.0,Low,2014,11,7
CA-2013-VT21700140-41369,2013-04-10,Standard Class,5,5.0,Medium,2013,4,10
NI-2014-SC1030595-41866,2014-08-22,Standard Class,7,1.0,Low,2014,8,22
CA-2013-VT21700140-41369,2013-04-10,Standard Class,5,2.0,Low,2013,4,10
CA-2013-VT21700140-41369,2013-04-10,Standard Class,5,2.0,Low,2013,4,10
CA-2013-VT21700140-41369,2013-04-10,Standard Class,5,1.0,Low,2013,4,10
NI-2013-SP1065095-41430,2013-06-09,Standard Class,4,1.0,Low,2013,6,9
CA-2013-VT21700140-41369,2013-04-10,Standard Class,5,1.0,Low,2013,4,10
CA-2012-VF21715140-40968,2012-03-04,Standard Class,4,70.0,High,2012,3,4
ID-2015-TP21130130-42221,2015-08-09,Standard Class,4,1.0,Low,2015,8,9
TZ-2015-TB11175129-42153,2015-05-31,Second Class,2,1.0,Low,2015,5,31
CA-2015-VF21715140-42194,2015-07-13,Standard Class,4,5.0,Medium,2015,7,13
NI-2015-TB1135595-42256,2015-09-15,Standard Class,6,1.0,Low,2015,9,15
ID-2013-TC21535130-41552,2013-10-11,Standard Class,6,1.0,Low,2013,10,11
CG-2012-TH1155033-40964,2012-02-27,Second Class,2,1.0,Low,2012,2,27
CA-2012-VF21715140-40968,2012-03-04,Standard Class,4,1.0,Low,2012,3,4
US-2014-GK1462055-41898,2014-09-20,Standard Class,4,1.0,Low,2014,9,20
MX-2015-CK1232531-42145,2015-05-25,Standard Class,4,1.0,Low,2015,5,25
MX-2015-RD1990036-42337,2015-12-06,Standard Class,7,1.0,Low,2015,12,6
MX-2015-SJ2021582-42179,2015-06-26,Second Class,2,1.0,Low,2015,6,26
MX-2014-DD1357082-41803,2014-06-17,Standard Class,4,1.0,Low,2014,6,17
MX-2013-MO1750018-41442,2013-06-17,Same Day,0,1.0,Low,2013,6,17
MX-2015-PB1910528-42231,2015-08-18,Second Class,3,1.0,Low,2015,8,18
MX-2013-AA1037582-41367,2013-04-09,Standard Class,6,1.0,Low,2013,4,9
MX-2015-CC1210082-42318,2015-11-17,Standard Class,7,1.0,Low,2015,11,17
US-2014-MO1750018-41720,2014-03-28,Standard Class,6,1.0,Low,2014,3,28
US-2013-EM1381036-41459,2013-07-08,Standard Class,4,1.0,Low,2013,7,8
MX-2015-RK1930018-42181,2015-06-28,First Class,2,1.0,Low,2015,6,28
MX-2013-YC2189518-41368,2013-04-04,Same Day,0,1.0,Low,2013,4,4
MX-2014-AW1084082-41942,2014-11-03,Standard Class,4,1.0,Low,2014,11,3
CA-2015-VF21715140-42356,2015-12-23,Standard Class,5,1.0,Low,2015,12,23
ZA-2015-AP720147-42264,2015-09-19,Second Class,2,1.0,Low,2015,9,19
MZ-2015-AZ75087-42179,2015-06-29,Standard Class,5,1.0,Low,2015,6,29
NI-2013-AJ78095-41413,2013-05-24,Second Class,5,1.0,Low,2013,5,24
ES-2014-BP1105048-41774,2014-05-21,Standard Class,6,1.0,Low,2014,5,21
UG-2014-BP1185136-41870,2014-08-24,Standard Class,5,1.0,Low,2014,8,24
CA-2012-VF21715140-41114,2012-07-26,Second Class,2,1.0,Low,2012,7,26
TU-2015-BB1545134-42216,2015-08-03,Second Class,3,1.0,Low,2015,8,3
CA-2015-VF21715140-42194,2015-07-13,Standard Class,4,1.0,Low,2015,7,13
CA-2012-VF21715140-41114,2012-07-26,Second Class,2,1.0,Low,2012,7,26
CA-2015-VF21715140-42194,2015-07-13,Standard Class,4,1.0,Low,2015,7,13
CA-2015-VF21715140-42147,2015-05-27,Standard Class,4,1.0,Low,2015,5,27
IN-2014-Co1264066-41833,2014-07-15,First Class,2,1.0,Low,2014,7,15
CA-2015-VF21715140-42194,2015-07-13,Standard Class,4,1.0,Low,2015,7,13
NI-2014-DV304595-41739,2014-04-12,Second Class,2,1.0,Low,2014,4,12
IZ-2015-DB306061-42089,2015-03-28,Second Class,2,1.0,Low,2015,3,28
NI-2012-DP316595-40938,2012-02-04,Second Class,5,1.0,Low,2012,2,4
CA-2015-VF21715140-42147,2015-05-27,Standard Class,4,1.0,Low,2015,5,27
NI-2015-DO343595-42333,2015-11-30,Standard Class,5,1.0,Low,2015,11,30
IT-2015-DO13645139-42026,2015-01-27,Standard Class,5,1.0,Low,2015,1,27
KZ-2013-FG426068-41426,2013-06-06,Standard Class,5,1.0,Low,2013,6,6
CA-2015-VP21730140-42339,2015-12-05,Standard Class,4,64.0,High,2015,12,5
CA-2015-VP21730140-42339,2015-12-05,Standard Class,4,32.0,High,2015,12,5
CA-2015-VP21730140-42186,2015-07-06,Standard Class,5,6.0,Medium,2015,7,6
NI-2015-JF529595-42306,2015-11-02,Standard Class,4,1.0,Low,2015,11,2
SF-2015-JH5430117-42293,2015-10-20,Standard Class,4,1.0,Low,2015,10,20
NI-2012-JM558095-41270,2013-01-01,Standard Class,5,1.0,Low,2013,1,1
CA-2015-VP21730140-42339,2015-12-05,Standard Class,4,3.0,Low,2015,12,5
CA-2013-VP21730140-41460,2013-07-10,Standard Class,5,2.0,Low,2013,7,10
CA-2014-VB21745140-41941,2014-10-29,Same Day,0,206.0,High,2014,10,29
IN-2013-MH1729058-41576,2013-11-04,Standard Class,6,1.0,Low,2013,11,4
CA-2015-VB21745140-42072,2015-03-12,First Class,3,63.0,High,2015,3,12
